Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
2. Stringify,cJSON (C),twitter.json,12.832542,466931,934592,30092,0
3. Prettify,cJSON (C),canada.json,152.176770,1405873,2872935,223241,0
3. Prettify,cJSON (C),citm_catalog.json,29.133939,789217,1578842,87274,0
3. Prettify,cJSON (C),twitter.json,14.084226,557961,1116464,30092,0
4. Statistics,cJSON (C),canada.json,2.780754,0,0,0,0
4. Statistics,cJSON (C),citm_catalog.json,0.670860,0,0,0,0
4. Statistics,cJSON (C),twitter.json,0.682354,0,0,0,0
7. Code size, cJSON (C), jsonstat,0,0,0,0,19456
1. Parse,dropbox/json11 (C++11),canada.json,145.686938,8922312,11262928,338942,0
1. Parse,dropbox/json11 (C++11),citm_catalog.json,29.774149,4623954,6402658,123093,0
1. Parse,dropbox/json11 (C++11),twitter.json,15.901793,1986648,2634834,54421,0
2. Stringify,dropbox/json11 (C++11),canada.json,122.846668,2965311,4942159,30,0
2. Stringify,dropbox/json11 (C++11),citm_catalog.json,12.032184,780120,1300174,27,0
2. Stringify,dropbox/json11 (C++11),twitter.json,8.693593,520094,866797,26,0
4. Statistics,dropbox/json11 (C++11),canada.json,3.230549,0,0,0,0
4. Statistics,dropbox/json11 (C++11),citm_catalog.json,0.811852,0,0,0,0
4. Statistics,dropbox/json11 (C++11),twitter.json,0.486575,0,0,0,0
7. Code size, dropbox/json11 (C++11), jsonstat,0,0,0,0,60416
1. Parse,mikeando/FastJson (C++),canada.json,118.669406,8715320,10967016,26,0
1. Parse,mikeando/FastJson (C++),citm_catalog.json,18.824306,2687370,4465674,26,0
1. Parse,mikeando/FastJson (C++),twitter.json,6.249993,1361504,2009444,30,0
2. Stringify,mikeando/FastJson (C++),canada.json,193.513386,2251080,2251080,2,0
2. Stringify,mikeando/FastJson (C++),citm_catalog.json,20.461801,501048,501048,2,0
2. Stringify,mikeando/FastJson (C++),twitter.json,3.707928,562456,562456,2,0
4. Statistics,mikeando/FastJson (C++),canada.json,0.756298,0,0,0,0
4. Statistics,mikeando/FastJson (C++),citm_catalog.json,0.255547,0,0,0,0
4. Statistics,mikeando/FastJson (C++),twitter.json,0.284282,0,0,0,0
7. Code size, mikeando/FastJson (C++), jsonstat,0,0,0,0,51712
1. Parse,gason (C++11),canada.json,10.767474,4938069,4938069,658,0
1. Parse,gason (C++11),citm_catalog.json,4.994477,2596905,2596905,202,0
1. Parse,gason (C++11),twitter.json,1.984611,978804,978804,83,0
2. Stringify,gason (C++11),canada.json,129.021951,1295048,2909298,29,0
2. Stringify,gason (C++11),citm_catalog.json,35.256350,601096,1318541,27,0
2. Stringify,gason (C++11),twitter.json,21.393189,481720,1199165,27,0
3. Prettify,gason (C++11),canada.json,188.399756,7316184,15488323,33,0
3. Prettify,gason (C++11),citm_catalog.json,47.639481,1802120,4223495,30,0
3. Prettify,gason (C++11),twitter.json,24.348651,768760,1844927,28,0
4. Statistics,gason (C++11),canada.json,0.859743,0,0,0,0
4. Statistics,gason (C++11),citm_catalog.json,0.606494,0,0,0,0
4. Statistics,gason (C++11),twitter.json,0.646723,0,0,0,0
7. Code size, gason (C++11), jsonstat,0,0,0,0,18432
1. Parse,Jansson (C),canada.json,149.661524,9574494,9574537,224392,0
1. Parse,Jansson (C),citm_catalog.json,36.931776,5087615,5087692,111230,0
1. Parse,Jansson (C),twitter.json,18.715880,1727520,1728050,43822,0
2. Stringify,Jansson (C),canada.json,124.819019,2362181,6556485,21,0
2. Stringify,Jansson (C),citm_catalog.json,10.348713,551271,1599847,19,0
2. Stringify,Jansson (C),twitter.json,5.148495,492628,1016916,18,0
3. Prettify,Jansson (C),canada.json,156.708427,8272183,16922935,22,0
3. Prettify,Jansson (C),citm_catalog.json,16.654260,1727221,3824373,20,0
3. Prettify,Jansson (C),twitter.json,6.505157,767328,1815904,19,0
4. Statistics,Jansson (C),canada.json,2.944351,0,0,0,0
4. Statistics,Jansson (C),citm_catalog.json,0.891926,0,0,0,0
4. Statistics,Jansson (C),twitter.json,0.541362,0,0,0,0
7. Code size, Jansson (C), jsonstat,0,0,0,0,28672
1. Parse,JsonCpp (C++),canada.json,195.406430,20540926,25043230,279307,0
1. Parse,JsonCpp (C++),citm_catalog.json,29.928550,5799699,9355219,134396,0
1. Parse,JsonCpp (C++),twitter.json,14.815621,1870080,3164295,53818,0
2. Stringify,JsonCpp (C++),canada.json,166.758298,2251080,4883846,108914,0
2. Stringify,JsonCpp (C++),citm_catalog.json,16.029758,500344,1200258,15302,0
2. Stringify,JsonCpp (C++),twitter.json,12.132564,466968,987022,13212,0
4. Statistics,JsonCpp (C++),canada.json,8.598960,0,32,1,0
4. Statistics,JsonCpp (C++),citm_catalog.json,1.749753,0,64,451,0
4. Statistics,JsonCpp (C++),twitter.json,1.316433,0,464,2336,0
7. Code size, JsonCpp (C++), jsonstat,0,0,0,0,65536
1. Parse,json-c (C),canada.json,193.990383,30420254,30421402,390651,0
1. Parse,json-c (C),citm_catalog.json,39.007955,12387831,12389013,131793,0
1. Parse,json-c (C),twitter.json,14.617543,2834918,2836550,49446,0
2. Stringify,json-c (C),canada.json,38.535556,6445364,6445364,21,0
2. Stringify,json-c (C),citm_catalog.json,22.343351,1025030,1025030,18,0
2. Stringify,json-c (C),twitter.json,9.503912,997271,997271,18,0
3. Prettify,json-c (C),canada.json,65.648870,13761847,13761847,22,0
3. Prettify,json-c (C),citm_catalog.json,29.618598,3353997,3353997,20,0
3. Prettify,json-c (C),twitter.json,11.392358,1680904,1680904,19,0
4. Statistics,json-c (C),canada.json,5.577600,0,0,0,0
4. Statistics,json-c (C),citm_catalog.json,2.074264,0,0,0,0
4. Statistics,json-c (C),twitter.json,0.594617,0,0,0,0
7. Code size, json-c (C), jsonstat,0,0,0,0,36864
1. Parse,JSON Spirit (C++),canada.json,237.240348,8053552,16797424,686313,0
1. Parse,JSON Spirit (C++),citm_catalog.json,157.885784,2900480,7577368,431416,0
1. Parse,JSON Spirit (C++),twitter.json,53.551554,1377592,3405224,118646,0
2. Stringify,JSON Spirit (C++),canada.json,209.118637,2251080,4672455,31,0
2. Stringify,JSON Spirit (C++),citm_catalog.json,24.602666,500392,1217837,1670,0
2. Stringify,JSON Spirit (C++),twitter.json,19.053034,693288,1410733,13057,0
3. Prettify,JSON Spirit (C++),canada.json,311.528024,8272216,20530424,35,0
3. Prettify,JSON Spirit (C++),citm_catalog.json,50.237483,2005176,4426551,1673,0
3. Prettify,JSON Spirit (C++),twitter.json,25.331378,1022440,2098607,13058,0
4. Statistics,JSON Spirit (C++),canada.json,3.217905,0,0,0,0
4. Statistics,JSON Spirit (C++),citm_catalog.json,0.739440,0,0,0,0
4. Statistics,JSON Spirit (C++),twitter.json,0.339836,0,0,0,0
7. Code size, JSON Spirit (C++), jsonstat,0,0,0,0,119808
1. Parse,hjiang/JSON++ (C++),canada.json,2260.851092,5467528,9969660,338938,0
1. Parse,hjiang/JSON++ (C++),citm_catalog.json,101.665732,4209242,7764594,107917,0
1. Parse,hjiang/JSON++ (C++),twitter.json,42.581021,1891496,3185499,51313,0
2. Stringify,hjiang/JSON++ (C++),canada.json,458.998430,3749704,18571796,489301,0
2. Stringify,hjiang/JSON++ (C++),citm_catalog.json,95.187011,946952,2970031,154965,0
2. Stringify,hjiang/JSON++ (C++),twitter.json,37.263949,576488,1870381,59943,0
4. Statistics,hjiang/JSON++ (C++),canada.json,2.061620,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),citm_catalog.json,0.703809,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),twitter.json,0.407650,0,0,0,0
7. Code size, hjiang/JSON++ (C++), jsonstat,0,0,0,0,38912
1. Parse,Jzon (C++),canada.json,283.427385,21415720,33798460,804292,0
1. Parse,Jzon (C++),citm_catalog.json,112.692968,4047178,10886154,151912,0
1. Parse,Jzon (C++),twitter.json,51.494914,1879200,4785971,88128,0
2. Stringify,Jzon (C++),canada.json,66.988674,2251080,4672455,108910,0
2. Stringify,Jzon (C++),citm_catalog.json,20.972896,500760,1218205,929,0
2. Stringify,Jzon (C++),twitter.json,11.926058,473000,951297,5467,0
3. Prettify,Jzon (C++),canada.json,115.966427,8272216,20530424,332130,0
3. Prettify,Jzon (C++),citm_catalog.json,31.632327,1988360,4409735,54574,0
3. Prettify,Jzon (C++),twitter.json,14.884584,789560,1865727,18721,0
4. Statistics,Jzon (C++),canada.json,6.471059,0,32,1,0
4. Statistics,Jzon (C++),citm_catalog.json,0.821813,0,64,451,0
4. Statistics,Jzon (C++),twitter.json,0.815300,0,464,2336,0
7. Code size, Jzon (C++), jsonstat,0,0,0,0,42496
1. Parse,Parson (C),canada.json,126.562259,5357678,5377614,336060,0
1. Parse,Parson (C),citm_catalog.json,32.402418,1962423,1962725,185585,0
1. Parse,Parson (C),twitter.json,16.730119,892368,892685,72477,0
4. Statistics,Parson (C),canada.json,2.322532,0,0,0,0
4. Statistics,Parson (C),citm_catalog.json,2.415249,0,0,0,0
4. Statistics,Parson (C),twitter.json,5.730469,0,0,0,0
7. Code size, Parson (C), jsonstat,0,0,0,0,22016
1. Parse,PicoJSON (C++),canada.json,222.881418,4029376,7236488,795175,0
1. Parse,PicoJSON (C++),citm_catalog.json,72.046368,3634986,5954522,437714,0
1. Parse,PicoJSON (C++),twitter.json,28.660008,1715660,3238960,127962,0
2. Stringify,PicoJSON (C++),canada.json,173.766888,2632806,4388016,108908,0
2. Stringify,PicoJSON (C++),citm_catalog.json,24.119923,520094,866797,26,0
2. Stringify,PicoJSON (C++),twitter.json,11.494270,520094,866797,224,0
4. Statistics,PicoJSON (C++),canada.json,0.797676,0,0,0,0
4. Statistics,PicoJSON (C++),citm_catalog.json,0.544427,0,0,0,0
4. Statistics,PicoJSON (C++),twitter.json,0.321446,0,0,0,0
7. Code size, PicoJSON (C++), jsonstat,0,0,0,0,37376
1. Parse,RapidJSON_AutoUTF (C++),canada.json,13.528689,4207842,4656249,77,0
1. Parse,RapidJSON_AutoUTF (C++),citm_catalog.json,9.802370,1573602,1585266,35,0
1. Parse,RapidJSON_AutoUTF (C++),twitter.json,5.773380,983562,991338,25,0
2. Stringify,RapidJSON_AutoUTF (C++),canada.json,27.046266,2873369,2873882,28,0
2. Stringify,RapidJSON_AutoUTF (C++),citm_catalog.json,3.527857,567624,568137,24,0
2. Stringify,RapidJSON_AutoUTF (C++),twitter.json,2.695317,567624,568137,24,0
3. Prettify,RapidJSON_AutoUTF (C++),canada.json,53.444277,9697485,9697998,31,0
3. Prettify,RapidJSON_AutoUTF (C++),citm_catalog.json,8.874814,1915598,1916111,27,0
3. Prettify,RapidJSON_AutoUTF (C++),twitter.json,3.942403,851408,851921,25,0
4. Statistics,RapidJSON_AutoUTF (C++),canada.json,0.888861,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),citm_catalog.json,0.402669,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),twitter.json,0.195013,0,0,0,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),canada.json,39.268483,56,2874139,30,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),citm_catalog.json,12.396158,56,568394,26,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),twitter.json,7.730406,56,568714,28,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),canada.json,12.058620,0,257,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),citm_catalog.json,9.035728,0,257,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),twitter.json,5.221673,0,577,4,0
7. Code size, RapidJSON_AutoUTF (C++), jsonstat,0,0,0,0,31232
1. Parse,RapidJSON_FullPrec (C++),canada.json,24.733696,4207842,4656249,77,0
1. Parse,RapidJSON_FullPrec (C++),citm_catalog.json,6.910125,1573602,1585266,35,0
1. Parse,RapidJSON_FullPrec (C++),twitter.json,3.429393,983562,991338,25,0
2. Stringify,RapidJSON_FullPrec (C++),canada.json,17.000992,2873369,2873882,28,0
2. Stringify,RapidJSON_FullPrec (C++),citm_catalog.json,2.148591,567624,568137,24,0
2. Stringify,RapidJSON_FullPrec (C++),twitter.json,1.790365,567624,568137,24,0
3. Prettify,RapidJSON_FullPrec (C++),canada.json,26.366211,9697485,9697998,31,0
3. Prettify,RapidJSON_FullPrec (C++),citm_catalog.json,4.031289,1915598,1916111,27,0
3. Prettify,RapidJSON_FullPrec (C++),twitter.json,2.263146,851408,851921,25,0
4. Statistics,RapidJSON_FullPrec (C++),canada.json,0.886179,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),citm_catalog.json,0.403052,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),twitter.json,0.195013,0,0,0,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),canada.json,39.034008,2873369,2874139,30,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),citm_catalog.json,8.053001,567624,568394,26,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),twitter.json,4.383002,567624,568714,28,0
6. SaxStatistics,RapidJSON_FullPrec (C++),canada.json,23.031835,0,257,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),citm_catalog.json,6.254207,0,257,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),twitter.json,2.838607,0,577,4,0
7. Code size, RapidJSON_FullPrec (C++), jsonstat,0,0,0,0,28160
1. Parse,RapidJSON_Insitu (C++),canada.json,12.967787,6458903,6907310,78,0
1. Parse,RapidJSON_Insitu (C++),citm_catalog.json,6.826603,3351275,3362939,36,0
1. Parse,RapidJSON_Insitu (C++),twitter.json,2.904122,1368318,1376094,22,0
2. Stringify,RapidJSON_Insitu (C++),canada.json,16.998310,2873369,2873882,28,0
2. Stringify,RapidJSON_Insitu (C++),citm_catalog.json,2.163150,567624,568137,24,0
2. Stringify,RapidJSON_Insitu (C++),twitter.json,1.733278,567624,568137,24,0
3. Prettify,RapidJSON_Insitu (C++),canada.json,26.387667,9697485,9697998,31,0
3. Prettify,RapidJSON_Insitu (C++),citm_catalog.json,4.069602,1915598,1916111,27,0
3. Prettify,RapidJSON_Insitu (C++),twitter.json,2.213723,851408,851921,25,0
4. Statistics,RapidJSON_Insitu (C++),canada.json,0.888861,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),citm_catalog.json,0.377000,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),twitter.json,0.180071,0,0,0,0
5. Sax Round-trip,RapidJSON_Insitu (C++),canada.json,27.952368,2873369,5124983,30,0
5. Sax Round-trip,RapidJSON_Insitu (C++),citm_catalog.json,8.085950,567624,2345850,26,0
5. Sax Round-trip,RapidJSON_Insitu (C++),twitter.json,4.325150,567624,1215173,26,0
6. SaxStatistics,RapidJSON_Insitu (C++),canada.json,10.882029,0,2251101,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),citm_catalog.json,6.497495,0,1777713,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),twitter.json,2.727116,0,647036,2,0
7. Code size, RapidJSON_Insitu (C++), jsonstat,0,0,0,0,28160
1. Parse,RapidJSON (C++),canada.json,12.496537,4207842,4656249,77,0
1. Parse,RapidJSON (C++),citm_catalog.json,6.658792,1573602,1585266,35,0
1. Parse,RapidJSON (C++),twitter.json,3.394911,983562,991338,25,0
2. Stringify,RapidJSON (C++),canada.json,17.005589,2873369,2873882,28,0
2. Stringify,RapidJSON (C++),citm_catalog.json,2.194566,567624,568137,24,0
2. Stringify,RapidJSON (C++),twitter.json,1.791897,567624,568137,24,0
3. Prettify,RapidJSON (C++),canada.json,26.287287,9697485,9697998,31,0
3. Prettify,RapidJSON (C++),citm_catalog.json,4.025159,1915598,1916111,27,0
3. Prettify,RapidJSON (C++),twitter.json,2.267744,851408,851921,25,0
4. Statistics,RapidJSON (C++),canada.json,0.884263,0,0,0,0
4. Statistics,RapidJSON (C++),citm_catalog.json,0.401903,0,0,0,0
4. Statistics,RapidJSON (C++),twitter.json,0.195396,0,0,0,0
5. Sax Round-trip,RapidJSON (C++),canada.json,27.102970,2873369,2874139,30,0
5. Sax Round-trip,RapidJSON (C++),citm_catalog.json,7.782511,567624,568394,26,0
5. Sax Round-trip,RapidJSON (C++),twitter.json,4.356183,567624,568714,28,0
6. SaxStatistics,RapidJSON (C++),canada.json,10.450626,0,257,2,0
6. SaxStatistics,RapidJSON (C++),citm_catalog.json,6.017433,0,257,2,0
6. SaxStatistics,RapidJSON (C++),twitter.json,2.811022,0,577,4,0
7. Code size, RapidJSON (C++), jsonstat,0,0,0,0,28160
1. Parse,sajson (C++),canada.json,13.029854,20259652,20259652,4,0
1. Parse,sajson (C++),citm_catalog.json,7.515087,15999160,15999160,4,0
1. Parse,sajson (C++),twitter.json,2.744740,5823067,5823067,4,0
4. Statistics,sajson (C++),canada.json,1.611443,0,0,0,0
4. Statistics,sajson (C++),citm_catalog.json,0.365122,0,0,0,0
4. Statistics,sajson (C++),twitter.json,0.193097,0,0,0,0
7. Code size, sajson (C++), jsonstat,0,0,0,0,33792
1. Parse,SimpleJSON (C++),canada.json,66.290995,29424200,33970482,506131,0
1. Parse,SimpleJSON (C++),citm_catalog.json,33.723449,8787112,12343722,191904,0
1. Parse,SimpleJSON (C++),twitter.json,22.281667,4118312,5413080,105306,0
2. Stringify,SimpleJSON (C++),canada.json,348.550985,3155281,7888103,337239,0
2. Stringify,SimpleJSON (C++),citm_catalog.json,66.213220,1004915,2499969,101834,0
2. Stringify,SimpleJSON (C++),twitter.json,32.680953,1901117,4330708,43475,0
4. Statistics,SimpleJSON (C++),canada.json,3.491077,0,0,0,0
4. Statistics,SimpleJSON (C++),citm_catalog.json,1.647840,0,0,0,0
4. Statistics,SimpleJSON (C++),twitter.json,0.402286,0,0,0,0
7. Code size, SimpleJSON (C++), jsonstat,0,0,0,0,33792
1. Parse,strdup (C),canada.json,0.616839,2251085,2251085,2,0
1. Parse,strdup (C),citm_catalog.json,0.490023,1777697,1777697,2,0
1. Parse,strdup (C),twitter.json,0.072795,647020,647020,2,0
2. Stringify,strdup (C),canada.json,0.616455,2251077,2251077,2,0
2. Stringify,strdup (C),citm_catalog.json,0.486575,1777689,1777689,2,0
2. Stringify,strdup (C),twitter.json,0.073561,647012,647012,2,0
1. Parse,udp/json-parser (C),canada.json,74.143619,12037126,12037126,223233,0
1. Parse,udp/json-parser (C),citm_catalog.json,35.764763,3381911,3381911,51205,0
1. Parse,udp/json-parser (C),twitter.json,12.335240,1601352,1601352,20237,0
2. Stringify,udp/json-parser (C),canada.json,190.993160,1043624,1043624,2,0
2. Stringify,udp/json-parser (C),citm_catalog.json,3.805626,500726,500726,2,0
2. Stringify,udp/json-parser (C),twitter.json,2.657004,472967,472967,2,0
3. Prettify,udp/json-parser (C),canada.json,199.899773,7957671,7957671,2,0
3. Prettify,udp/json-parser (C),citm_catalog.json,5.998277,1929503,1929503,2,0
3. Prettify,udp/json-parser (C),twitter.json,3.072699,835281,835281,2,0
4. Statistics,udp/json-parser (C),canada.json,3.152390,0,0,0,0
4. Statistics,udp/json-parser (C),citm_catalog.json,0.459755,0,0,0,0
4. Statistics,udp/json-parser (C),twitter.json,0.223748,0,0,0,0
7. Code size, udp/json-parser (C), jsonstat,0,0,0,0,23040
1. Parse,ujson4c (C),canada.json,9.480925,8372248,12874362,11,0
1. Parse,ujson4c (C),citm_catalog.json,5.904793,4177944,7733272,10,0
1. Parse,ujson4c (C),twitter.json,2.888031,2080792,3374770,9,0
4. Statistics,ujson4c (C),canada.json,0.867022,0,0,0,0
4. Statistics,ujson4c (C),citm_catalog.json,0.385428,0,0,0,0
4. Statistics,ujson4c (C),twitter.json,0.185052,0,0,0,0
7. Code size, ujson4c (C), jsonstat,0,0,0,0,25600
1. Parse,Vinenthz/libjson (C),canada.json,148.103719,4460990,4489927,334389,0
1. Parse,Vinenthz/libjson (C),citm_catalog.json,28.441624,1877047,1905986,153901,0
1. Parse,Vinenthz/libjson (C),twitter.json,12.772774,1052784,1081728,72620,0
2. Stringify,Vinenthz/libjson (C),canada.json,115.995928,4194336,4194336,13,0
2. Stringify,Vinenthz/libjson (C),citm_catalog.json,9.006227,524320,524320,10,0
2. Stringify,Vinenthz/libjson (C),twitter.json,5.717060,524320,524320,10,0
3. Prettify,Vinenthz/libjson (C),canada.json,116.165271,4194336,4194336,13,0
3. Prettify,Vinenthz/libjson (C),citm_catalog.json,9.050287,524320,524320,10,0
3. Prettify,Vinenthz/libjson (C),twitter.json,5.720508,524320,524320,10,0
4. Statistics,Vinenthz/libjson (C),canada.json,1.415664,0,0,0,0
4. Statistics,Vinenthz/libjson (C),citm_catalog.json,0.523355,0,0,0,0
4. Statistics,Vinenthz/libjson (C),twitter.json,0.453625,0,0,0,0
5. Sax Round-trip,Vinenthz/libjson (C),canada.json,30.898251,4194336,4198688,15,0
5. Sax Round-trip,Vinenthz/libjson (C),citm_catalog.json,17.374926,524320,528672,12,0
5. Sax Round-trip,Vinenthz/libjson (C),twitter.json,9.622299,524320,528672,12,0
6. SaxStatistics,Vinenthz/libjson (C),canada.json,21.119252,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),citm_catalog.json,12.686570,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),twitter.json,4.962677,0,4352,2,0
7. Code size, Vinenthz/libjson (C), jsonstat,0,0,0,0,28672
1. Parse,YAJL (C),canada.json,160.419036,10163570,10165994,501567,0
1. Parse,YAJL (C),citm_catalog.json,33.831874,2409606,2414078,189685,0
1. Parse,YAJL (C),twitter.json,12.536766,1172616,1177088,77047,0
2. Stringify,YAJL (C),canada.json,133.452078,4198520,4198520,15,0
2. Stringify,YAJL (C),citm_catalog.json,9.869035,528504,528504,12,0
2. Stringify,YAJL (C),twitter.json,4.560008,528504,528504,12,0
3. Prettify,YAJL (C),canada.json,163.205538,8392824,8392824,16,0
3. Prettify,YAJL (C),citm_catalog.json,17.774147,2101368,2101368,14,0
3. Prettify,YAJL (C),twitter.json,6.449220,1052792,1052792,13,0
4. Statistics,YAJL (C),canada.json,2.907187,0,0,0,0
4. Statistics,YAJL (C),citm_catalog.json,0.947479,0,0,0,0
4. Statistics,YAJL (C),twitter.json,0.662814,0,0,0,0
5. Sax Round-trip,YAJL (C),canada.json,235.436574,4198520,4202992,22,0
5. Sax Round-trip,YAJL (C),citm_catalog.json,17.649630,528504,532976,19,0
5. Sax Round-trip,YAJL (C),twitter.json,6.935412,528504,532976,19,0
6. SaxStatistics,YAJL (C),canada.json,100.045477,0,4472,7,0
6. SaxStatistics,YAJL (C),citm_catalog.json,9.117718,0,4472,7,0
6. SaxStatistics,YAJL (C),twitter.json,3.243192,0,4472,7,0
7. Code size, YAJL (C), jsonstat,0,0,0,0,29696
