Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
3. Prettify,json-c (C),citm_catalog.json,27.936000,4349984,4349984,20,0
3. Prettify,json-c (C),twitter.json,11.660000,1683488,1683488,19,0
4. Statistics,json-c (C),canada.json,4.663000,0,0,0,0
4. Statistics,json-c (C),citm_catalog.json,0.998000,0,0,0,0
4. Statistics,json-c (C),twitter.json,0.312000,0,0,0,0
7. Code size,json-c (C),jsonstat,0,0,0,0,52316
1. Parse,JSON Spirit (C++),canada.json,186.401000,5817440,8355776,435435,0
1. Parse,JSON Spirit (C++),citm_catalog.json,146.954000,1780048,5730592,312738,0
1. Parse,JSON Spirit (C++),twitter.json,50.582000,1075712,2820992,108189,0
2. Stringify,JSON Spirit (C++),canada.json,163.411000,2252816,6447120,22,0
2. Stringify,JSON Spirit (C++),citm_catalog.json,16.761000,634896,1159184,4779,0
2. Stringify,JSON Spirit (C++),twitter.json,17.931000,692240,1740816,14003,0
3. Prettify,JSON Spirit (C++),canada.json,243.748000,8273936,16662544,23,0
3. Prettify,JSON Spirit (C++),citm_catalog.json,35.873000,2007056,4104208,4781,0
3. Prettify,JSON Spirit (C++),twitter.json,21.859000,2007056,3055632,14003,0
4. Statistics,JSON Spirit (C++),canada.json,1.659000,0,0,0,0
4. Statistics,JSON Spirit (C++),citm_catalog.json,0.555000,0,0,0,0
4. Statistics,JSON Spirit (C++),twitter.json,0.341000,0,0,0,0
7. Code size,JSON Spirit (C++),jsonstat,0,0,0,0,258552
1. Parse,hjiang/JSON++ (C++),canada.json,390.069000,7465904,11971504,448011,0
1. Parse,hjiang/JSON++ (C++),citm_catalog.json,86.322000,2737504,6997344,101193,0
1. Parse,hjiang/JSON++ (C++),twitter.json,35.578000,1459360,3142848,55239,0
2. Stringify,hjiang/JSON++ (C++),canada.json,556.928000,3981328,12157008,504127,0
2. Stringify,hjiang/JSON++ (C++),citm_catalog.json,106.837000,1048592,4571152,161388,0
2. Stringify,hjiang/JSON++ (C++),twitter.json,47.447000,589840,2273808,59268,0
4. Statistics,hjiang/JSON++ (C++),canada.json,1.404000,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),citm_catalog.json,0.650000,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),twitter.json,0.322000,0,0,0,0
7. Code size,hjiang/JSON++ (C++),jsonstat,0,0,0,0,92372
1. Parse,Jzon (C++),canada.json,290.326000,11976032,18236624,612962,0
1. Parse,Jzon (C++),citm_catalog.json,80.996000,2034064,6041024,86205,0
1. Parse,Jzon (C++),twitter.json,43.224000,1219488,2924608,62222,0
2. Stringify,Jzon (C++),canada.json,63.874000,2252816,6447152,110284,0
2. Stringify,Jzon (C++),citm_catalog.json,16.943000,503824,1138704,1698,0
2. Stringify,Jzon (C++),twitter.json,12.734000,503824,1138704,5974,0
3. Prettify,Jzon (C++),canada.json,134.612000,8273936,16662544,333506,0
3. Prettify,Jzon (C++),citm_catalog.json,33.393000,1990672,4243472,59874,0
3. Prettify,Jzon (C++),twitter.json,17.873000,790544,1839120,21988,0
4. Statistics,Jzon (C++),canada.json,1.776000,0,32,1,0
4. Statistics,Jzon (C++),citm_catalog.json,0.968000,0,64,719,0
4. Statistics,Jzon (C++),twitter.json,1.259000,0,464,2594,0
7. Code size,Jzon (C++),jsonstat,0,0,0,0,109112
1. Parse,Nlohmann (C++11),canada.json,133.162000,3813312,8318928,170260,0
1. Parse,Nlohmann (C++11),citm_catalog.json,23.193000,1884592,6390224,63615,0
1. Parse,Nlohmann (C++11),twitter.json,17.956000,1155776,2581216,40532,0
2. Stringify,Nlohmann (C++11),canada.json,428.175000,1581072,7897168,399891,0
2. Stringify,Nlohmann (C++11),citm_catalog.json,44.986000,688144,1687584,86383,0
2. Stringify,Nlohmann (C++11),twitter.json,25.203000,499728,1655136,35133,0
3. Prettify,Nlohmann (C++11),canada.json,615.228000,7602192,22806624,746819,0
3. Prettify,Nlohmann (C++11),citm_catalog.json,67.232000,1728528,6049312,138885,0
3. Prettify,Nlohmann (C++11),twitter.json,30.562000,1728528,3268624,50688,0
4. Statistics,Nlohmann (C++11),canada.json,1.782000,0,32,2,0
4. Statistics,Nlohmann (C++11),citm_catalog.json,1.942000,0,64,4485,0
4. Statistics,Nlohmann (C++11),twitter.json,3.016000,0,464,9820,0
7. Code size,Nlohmann (C++11),jsonstat,0,0,0,0,41432
1. Parse,Parson (C),canada.json,161.409000,4777696,4778016,336060,0
1. Parse,Parson (C),citm_catalog.json,37.263000,1846400,1846512,185585,0
1. Parse,Parson (C),twitter.json,16.177000,952192,952304,72477,0
4. Statistics,Parson (C),canada.json,5.106000,0,0,0,0
4. Statistics,Parson (C),citm_catalog.json,2.523000,0,0,0,0
4. Statistics,Parson (C),twitter.json,2.273000,0,0,0,0
7. Code size,Parson (C),jsonstat,0,0,0,0,37996
1. Parse,PicoJSON (C++),canada.json,259.400000,3787984,3977136,545672,0
1. Parse,PicoJSON (C++),citm_catalog.json,68.839000,1862944,1862976,226421,0
1. Parse,PicoJSON (C++),twitter.json,30.184000,1174656,1533568,87648,0
2. Stringify,PicoJSON (C++),canada.json,201.711000,4194320,6447152,110281,0
2. Stringify,PicoJSON (C++),citm_catalog.json,12.367000,770064,1032208,259,0
2. Stringify,PicoJSON (C++),twitter.json,7.249000,770064,1032208,214,0
4. Statistics,PicoJSON (C++),canada.json,1.065000,0,0,0,0
4. Statistics,PicoJSON (C++),citm_catalog.json,0.442000,0,0,0,0
4. Statistics,PicoJSON (C++),twitter.json,0.298000,0,0,0,0
7. Code size,PicoJSON (C++),jsonstat,0,0,0,0,34472
1. Parse,RapidJSON_AutoUTF (C++),canada.json,24.398000,2995344,3339408,59,0
1. Parse,RapidJSON_AutoUTF (C++),citm_catalog.json,16.389000,1122960,1131152,27,0
1. Parse,RapidJSON_AutoUTF (C++),twitter.json,10.435000,792720,798352,21,0
2. Stringify,RapidJSON_AutoUTF (C++),canada.json,51.391000,2875440,2875712,28,0
2. Stringify,RapidJSON_AutoUTF (C++),citm_catalog.json,6.984000,569392,569664,24,0
2. Stringify,RapidJSON_AutoUTF (C++),twitter.json,5.866000,569392,569664,24,0
3. Prettify,RapidJSON_AutoUTF (C++),canada.json,122.220000,9699376,9699648,31,0
3. Prettify,RapidJSON_AutoUTF (C++),citm_catalog.json,22.314000,1916976,1917248,27,0
3. Prettify,RapidJSON_AutoUTF (C++),twitter.json,10.228000,852016,852288,25,0
4. Statistics,RapidJSON_AutoUTF (C++),canada.json,1.043000,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),citm_catalog.json,0.371000,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),twitter.json,0.237000,0,0,0,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),canada.json,73.076000,32,2875984,30,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),citm_catalog.json,21.372000,32,569936,26,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),twitter.json,15.439000,32,570704,28,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),canada.json,21.203000,0,272,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),citm_catalog.json,13.481000,0,272,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),twitter.json,8.757000,0,1040,4,0
7. Code size,RapidJSON_AutoUTF (C++),jsonstat,0,0,0,0,33892
1. Parse,RapidJSON_FullPrec (C++),canada.json,32.710000,2962560,3261568,59,0
1. Parse,RapidJSON_FullPrec (C++),citm_catalog.json,5.687000,1122944,1131136,27,0
1. Parse,RapidJSON_FullPrec (C++),twitter.json,4.552000,792704,798336,21,0
2. Stringify,RapidJSON_FullPrec (C++),canada.json,30.060000,2875440,2875712,28,0
2. Stringify,RapidJSON_FullPrec (C++),citm_catalog.json,2.430000,569392,569664,24,0
2. Stringify,RapidJSON_FullPrec (C++),twitter.json,2.098000,569392,569664,24,0
3. Prettify,RapidJSON_FullPrec (C++),canada.json,37.969000,9699376,9699648,31,0
3. Prettify,RapidJSON_FullPrec (C++),citm_catalog.json,3.901000,1916976,1917248,27,0
3. Prettify,RapidJSON_FullPrec (C++),twitter.json,2.665000,852016,852288,25,0
4. Statistics,RapidJSON_FullPrec (C++),canada.json,0.873000,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),citm_catalog.json,0.337000,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),twitter.json,0.225000,0,0,0,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),canada.json,58.254000,2875440,2875984,30,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),citm_catalog.json,7.172000,569392,569936,26,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),twitter.json,5.955000,569392,570704,28,0
6. SaxStatistics,RapidJSON_FullPrec (C++),canada.json,29.295000,0,272,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),citm_catalog.json,4.823000,0,272,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),twitter.json,3.889000,0,1040,4,0
7. Code size,RapidJSON_FullPrec (C++),jsonstat,0,0,0,0,31232
1. Parse,RapidJSON_Insitu (C++),canada.json,12.154000,5215360,5514368,60,0
1. Parse,RapidJSON_Insitu (C++),citm_catalog.json,4.285000,3309696,3317888,27,0
1. Parse,RapidJSON_Insitu (C++),twitter.json,2.483000,1314432,1320064,17,0
2. Stringify,RapidJSON_Insitu (C++),canada.json,29.769000,2875440,2875712,28,0
2. Stringify,RapidJSON_Insitu (C++),citm_catalog.json,2.525000,569392,569664,24,0
2. Stringify,RapidJSON_Insitu (C++),twitter.json,2.104000,569392,569664,24,0
3. Prettify,RapidJSON_Insitu (C++),canada.json,37.257000,9699376,9699648,31,0
3. Prettify,RapidJSON_Insitu (C++),citm_catalog.json,4.163000,1916976,1917248,27,0
3. Prettify,RapidJSON_Insitu (C++),twitter.json,2.646000,852016,852288,25,0
4. Statistics,RapidJSON_Insitu (C++),canada.json,0.876000,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),citm_catalog.json,0.320000,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),twitter.json,0.176000,0,0,0,0
5. Sax Round-trip,RapidJSON_Insitu (C++),canada.json,39.166000,2875440,5128544,30,0
5. Sax Round-trip,RapidJSON_Insitu (C++),citm_catalog.json,6.150000,569392,2822496,26,0
5. Sax Round-trip,RapidJSON_Insitu (C++),twitter.json,4.350000,569392,1204576,26,0
6. SaxStatistics,RapidJSON_Insitu (C++),canada.json,9.954000,0,2252832,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),citm_catalog.json,3.538000,0,2252832,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),twitter.json,2.388000,0,634912,2,0
7. Code size,RapidJSON_Insitu (C++),jsonstat,0,0,0,0,31232
1. Parse,RapidJSON (C++),canada.json,12.623000,2962560,3261568,59,0
1. Parse,RapidJSON (C++),citm_catalog.json,5.917000,1122944,1131136,27,0
1. Parse,RapidJSON (C++),twitter.json,4.861000,792704,798336,21,0
2. Stringify,RapidJSON (C++),canada.json,29.840000,2875440,2875712,28,0
2. Stringify,RapidJSON (C++),citm_catalog.json,2.433000,569392,569664,24,0
2. Stringify,RapidJSON (C++),twitter.json,2.091000,569392,569664,24,0
3. Prettify,RapidJSON (C++),canada.json,40.525000,9699376,9699648,31,0
3. Prettify,RapidJSON (C++),citm_catalog.json,4.053000,1916976,1917248,27,0
3. Prettify,RapidJSON (C++),twitter.json,2.706000,852016,852288,25,0
4. Statistics,RapidJSON (C++),canada.json,0.878000,0,0,0,0
4. Statistics,RapidJSON (C++),citm_catalog.json,0.323000,0,0,0,0
4. Statistics,RapidJSON (C++),twitter.json,0.191000,0,0,0,0
5. Sax Round-trip,RapidJSON (C++),canada.json,38.540000,2875440,2875984,30,0
5. Sax Round-trip,RapidJSON (C++),citm_catalog.json,7.045000,569392,569936,26,0
5. Sax Round-trip,RapidJSON (C++),twitter.json,6.147000,569392,570704,28,0
6. SaxStatistics,RapidJSON (C++),canada.json,8.881000,0,272,2,0
6. SaxStatistics,RapidJSON (C++),citm_catalog.json,4.402000,0,272,2,0
6. SaxStatistics,RapidJSON (C++),twitter.json,3.801000,0,1040,4,0
7. Code size,RapidJSON (C++),jsonstat,0,0,0,0,31232
1. Parse,sajson (C++),canada.json,12.420000,11882560,11882560,4,0
1. Parse,sajson (C++),citm_catalog.json,5.158000,9785408,9785408,4,0
1. Parse,sajson (C++),twitter.json,1.959000,3727424,3727424,4,0
4. Statistics,sajson (C++),canada.json,1.064000,0,0,0,0
4. Statistics,sajson (C++),citm_catalog.json,0.357000,0,0,0,0
4. Statistics,sajson (C++),twitter.json,0.214000,0,0,0,0
7. Code size,sajson (C++),jsonstat,0,0,0,0,34656
1. Parse,SimpleJSON (C++),canada.json,69.741000,11824864,20864304,337489,0
1. Parse,SimpleJSON (C++),citm_catalog.json,56.850000,4493696,11404720,230280,0
1. Parse,SimpleJSON (C++),twitter.json,39.339000,2782400,5658480,137659,0
2. Stringify,SimpleJSON (C++),canada.json,434.241000,3223568,18936048,615151,0
2. Stringify,SimpleJSON (C++),citm_catalog.json,75.561000,1835024,7209104,189864,0
2. Stringify,SimpleJSON (C++),twitter.json,33.403000,1835024,6102032,78359,0
4. Statistics,SimpleJSON (C++),canada.json,1.324000,0,0,0,0
4. Statistics,SimpleJSON (C++),citm_catalog.json,0.780000,0,0,0,0
4. Statistics,SimpleJSON (C++),twitter.json,0.482000,0,0,0,0
7. Code size,SimpleJSON (C++),jsonstat,0,0,0,0,54192
1. Parse,strdup (C),canada.json,0.583000,2875408,2875408,2,0
1. Parse,strdup (C),citm_catalog.json,0.240000,1835024,1835024,2,0
1. Parse,strdup (C),twitter.json,0.049000,851984,851984,2,0
2. Stringify,strdup (C),canada.json,0.547000,3223568,3223568,2,0
2. Stringify,strdup (C),citm_catalog.json,0.475000,2875408,2875408,2,0
2. Stringify,strdup (C),twitter.json,0.060000,634896,634896,2,0
7. Code size,strdup (C),jsonstat,0,0,0,0,15632
1. Parse,udp/json-parser (C),canada.json,58.146000,6474656,6474656,223233,0
1. Parse,udp/json-parser (C),citm_catalog.json,29.577000,1910400,1910400,51205,0
1. Parse,udp/json-parser (C),twitter.json,9.972000,1196256,1196256,20237,0
2. Stringify,udp/json-parser (C),canada.json,80.567000,1835024,1835024,2,0
2. Stringify,udp/json-parser (C),citm_catalog.json,11.044000,634896,634896,2,0
2. Stringify,udp/json-parser (C),twitter.json,2.770000,634896,634896,2,0
3. Prettify,udp/json-parser (C),canada.json,87.118000,7958544,7958544,2,0
3. Prettify,udp/json-parser (C),citm_catalog.json,11.932000,2875408,2875408,2,0
3. Prettify,udp/json-parser (C),twitter.json,2.924000,851984,851984,2,0
4. Statistics,udp/json-parser (C),canada.json,0.971000,0,0,0,0
4. Statistics,udp/json-parser (C),citm_catalog.json,0.340000,0,0,0,0
4. Statistics,udp/json-parser (C),twitter.json,0.228000,0,0,0,0
7. Code size,udp/json-parser (C),jsonstat,0,0,0,0,34668
1. Parse,ujson4c (C),canada.json,11.750000,5935120,14942224,10,0
1. Parse,ujson4c (C),citm_catalog.json,5.003000,5935120,12845072,10,0
1. Parse,ujson4c (C),twitter.json,2.807000,3059728,5935120,9,0
4. Statistics,ujson4c (C),canada.json,4.478000,0,0,0,0
4. Statistics,ujson4c (C),citm_catalog.json,0.904000,0,0,0,0
4. Statistics,ujson4c (C),twitter.json,0.409000,0,0,0,0
7. Code size,ujson4c (C),jsonstat,0,0,0,0,26448
1. Parse,Vinenthz/libjson (C),canada.json,149.449000,3801696,3818352,334389,0
1. Parse,Vinenthz/libjson (C),citm_catalog.json,42.732000,1724528,1741184,153901,0
1. Parse,Vinenthz/libjson (C),twitter.json,16.441000,1035408,1052064,72620,0
2. Stringify,Vinenthz/libjson (C),canada.json,127.272000,4194320,4194320,13,0
2. Stringify,Vinenthz/libjson (C),citm_catalog.json,9.069000,524304,524304,10,0
2. Stringify,Vinenthz/libjson (C),twitter.json,6.962000,524304,524304,10,0
3. Prettify,Vinenthz/libjson (C),canada.json,134.400000,4194320,4194320,13,0
3. Prettify,Vinenthz/libjson (C),citm_catalog.json,9.190000,524304,524304,10,0
3. Prettify,Vinenthz/libjson (C),twitter.json,6.942000,524304,524304,10,0
4. Statistics,Vinenthz/libjson (C),canada.json,0.916000,0,0,0,0
4. Statistics,Vinenthz/libjson (C),citm_catalog.json,0.482000,0,0,0,0
4. Statistics,Vinenthz/libjson (C),twitter.json,0.253000,0,0,0,0
5. Sax Round-trip,Vinenthz/libjson (C),canada.json,31.608000,4194320,4198672,15,0
