Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
4. Statistics,udp/json-parser (C),citm_catalog.json,0.391558,0,0,0,0
4. Statistics,udp/json-parser (C),twitter.json,0.206507,0,0,0,0
7. Code size,udp/json-parser (C),jsonstat,0,0,0,0,22016
1. Parse,ujson4c (C),canada.json,14.590341,4177932,8680046,10,0
1. Parse,ujson4c (C),citm_catalog.json,7.250344,2080780,5636108,9,0
1. Parse,ujson4c (C),twitter.json,3.157754,2080780,3374758,9,0
4. Statistics,ujson4c (C),canada.json,0.990007,0,0,0,0
4. Statistics,ujson4c (C),citm_catalog.json,0.342518,0,0,0,0
4. Statistics,ujson4c (C),twitter.json,0.183519,0,0,0,0
7. Code size,ujson4c (C),jsonstat,0,0,0,0,23040
1. Parse,Vinenthz/libjson (C),canada.json,141.961769,3567978,3584627,334389,0
1. Parse,Vinenthz/libjson (C),citm_catalog.json,31.184832,1364739,1381390,153901,0
1. Parse,Vinenthz/libjson (C),twitter.json,13.427159,830712,847368,72620,0
2. Stringify,Vinenthz/libjson (C),canada.json,123.991459,4194320,4194320,13,0
2. Stringify,Vinenthz/libjson (C),citm_catalog.json,11.693115,524304,524304,10,0
2. Stringify,Vinenthz/libjson (C),twitter.json,7.566809,524304,524304,10,0
3. Prettify,Vinenthz/libjson (C),canada.json,124.983382,4194320,4194320,13,0
3. Prettify,Vinenthz/libjson (C),citm_catalog.json,11.663231,524304,524304,10,0
3. Prettify,Vinenthz/libjson (C),twitter.json,7.260689,524304,524304,10,0
4. Statistics,Vinenthz/libjson (C),canada.json,0.893841,0,0,0,0
4. Statistics,Vinenthz/libjson (C),citm_catalog.json,0.416845,0,0,0,0
4. Statistics,Vinenthz/libjson (C),twitter.json,0.398838,0,0,0,0
5. Sax Round-trip,Vinenthz/libjson (C),canada.json,33.856778,4194320,4198672,15,0
5. Sax Round-trip,Vinenthz/libjson (C),citm_catalog.json,19.559148,524304,528656,12,0
5. Sax Round-trip,Vinenthz/libjson (C),twitter.json,11.158649,524304,528656,12,0
6. SaxStatistics,Vinenthz/libjson (C),canada.json,21.777085,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),citm_catalog.json,13.086940,0,4352,2,0
6. SaxStatistics,Vinenthz/libjson (C),twitter.json,5.126657,0,4352,2,0
7. Code size,Vinenthz/libjson (C),jsonstat,0,0,0,0,23040
1. Parse,YAJL (C),canada.json,167.053691,8157386,8159690,501567,0
1. Parse,YAJL (C),citm_catalog.json,35.087773,1852790,1857142,189685,0
1. Parse,YAJL (C),twitter.json,13.195366,952264,956616,77047,0
2. Stringify,YAJL (C),canada.json,139.720461,4198464,4198464,15,0
2. Stringify,YAJL (C),citm_catalog.json,12.249419,528448,528448,12,0
2. Stringify,YAJL (C),twitter.json,5.130105,528448,528448,12,0
3. Prettify,YAJL (C),canada.json,181.926782,8392768,8392768,16,0
3. Prettify,YAJL (C),citm_catalog.json,23.994256,2101312,2101312,14,0
3. Prettify,YAJL (C),twitter.json,7.907411,1052736,1052736,13,0
4. Statistics,YAJL (C),canada.json,1.198046,0,0,0,0
4. Statistics,YAJL (C),citm_catalog.json,0.794611,0,0,0,0
4. Statistics,YAJL (C),twitter.json,0.621819,0,0,0,0
5. Sax Round-trip,YAJL (C),canada.json,246.236997,4198464,4202816,22,0
5. Sax Round-trip,YAJL (C),citm_catalog.json,20.969831,528448,532800,19,0
5. Sax Round-trip,YAJL (C),twitter.json,8.064111,528448,532800,19,0
6. SaxStatistics,YAJL (C),canada.json,104.004739,0,4352,7,0
6. SaxStatistics,YAJL (C),citm_catalog.json,10.864022,0,4352,7,0
6. SaxStatistics,YAJL (C),twitter.json,3.749306,0,4352,7,0
7. Code size,YAJL (C),jsonstat,0,0,0,0,24576
