Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
7. Code size,Jansson (C),jsonstat,0,0,0,0,69076
1. Parse,jsmn (C),canada.json,377.652000,7340064,7340064,3,0
1. Parse,jsmn (C),citm_catalog.json,13.409000,3153952,3153952,3,0
1. Parse,jsmn (C),twitter.json,3.579000,1273888,1273888,3,0
4. Statistics,jsmn (C),canada.json,0.352000,0,0,0,0
4. Statistics,jsmn (C),citm_catalog.json,0.111000,0,0,0,0
4. Statistics,jsmn (C),twitter.json,0.058000,0,0,0,0
7. Code size,jsmn (C),jsonstat,0,0,0,0,15872
1. Parse,JsonBox (C++),canada.json,251.414000,6913584,14599088,754123,0
1. Parse,JsonBox (C++),citm_catalog.json,62.591000,3232384,7434880,242074,0
1. Parse,JsonBox (C++),twitter.json,26.559000,1636960,3969328,75748,0
2. Stringify,JsonBox (C++),canada.json,161.897000,4194336,7340064,19,0
2. Stringify,JsonBox (C++),citm_catalog.json,31.513000,503840,1556512,673,0
2. Stringify,JsonBox (C++),twitter.json,21.323000,503840,1556512,9688,0
3. Prettify,JsonBox (C++),canada.json,146.194000,4194336,10883104,20,0
3. Prettify,JsonBox (C++),citm_catalog.json,28.525000,1052704,3153952,674,0
3. Prettify,JsonBox (C++),twitter.json,19.737000,770080,1822752,9688,0
4. Statistics,JsonBox (C++),canada.json,0.515000,0,0,0,0
4. Statistics,JsonBox (C++),citm_catalog.json,0.204000,0,0,0,0
4. Statistics,JsonBox (C++),twitter.json,0.090000,0,0,0,0
7. Code size,JsonBox (C++),jsonstat,0,0,0,0,112552
1. Parse,jsoncons (C++),canada.json,77.291000,4552080,8469168,230921,0
1. Parse,jsoncons (C++),citm_catalog.json,8.173000,1959424,4102480,34809,0
1. Parse,jsoncons (C++),twitter.json,3.467000,1053312,1865888,8741,0
2. Stringify,jsoncons (C++),canada.json,80.353000,4194336,7340064,25,0
2. Stringify,jsoncons (C++),citm_catalog.json,2.996000,528416,1581088,23,0
2. Stringify,jsoncons (C++),twitter.json,2.645000,503840,1573664,24,0
3. Prettify,jsoncons (C++),canada.json,80.573000,4194336,7340064,25,0
3. Prettify,jsoncons (C++),citm_catalog.json,2.879000,528416,1581088,23,0
3. Prettify,jsoncons (C++),twitter.json,2.596000,503840,1573664,24,0
4. Statistics,jsoncons (C++),canada.json,1.974000,0,0,0,0
4. Statistics,jsoncons (C++),citm_catalog.json,0.751000,0,64,324,0
4. Statistics,jsoncons (C++),twitter.json,0.524000,0,464,1901,0
7. Code size,jsoncons (C++),jsonstat,0,0,0,0,107592
1. Parse,JsonCpp (C++),canada.json,142.458000,17842912,25187056,223252,0
1. Parse,JsonCpp (C++),citm_catalog.json,14.587000,4767504,8974112,111968,0
1. Parse,JsonCpp (C++),twitter.json,8.477000,1949984,3776816,50961,0
2. Stringify,JsonCpp (C++),canada.json,84.443000,4194336,7340064,23,0
2. Stringify,JsonCpp (C++),citm_catalog.json,5.679000,503840,1557136,12197,0
2. Stringify,JsonCpp (C++),twitter.json,4.139000,503840,1558528,7727,0
4. Statistics,JsonCpp (C++),canada.json,1.744000,0,0,0,0
4. Statistics,JsonCpp (C++),citm_catalog.json,0.451000,0,64,324,0
4. Statistics,JsonCpp (C++),twitter.json,0.423000,0,464,1901,0
7. Code size,JsonCpp (C++),jsonstat,0,0,0,0,243476
1. Parse,json-c (C),canada.json,105.784000,33742544,33743696,390651,0
1. Parse,json-c (C),citm_catalog.json,21.122000,13055024,13056208,131793,0
1. Parse,json-c (C),twitter.json,7.645000,3088720,3090352,49446,0
2. Stringify,json-c (C),canada.json,16.260000,7340064,7340064,21,0
2. Stringify,json-c (C),citm_catalog.json,9.990000,1273888,1273888,18,0
2. Stringify,json-c (C),twitter.json,4.554000,1028128,1028128,18,0
3. Prettify,json-c (C),canada.json,29.737000,19271712,19271712,22,0
3. Prettify,json-c (C),citm_catalog.json,14.057000,3354656,3354656,20,0
3. Prettify,json-c (C),twitter.json,5.462000,2027552,2027552,19,0
4. Statistics,json-c (C),canada.json,2.093000,0,0,0,0
4. Statistics,json-c (C),citm_catalog.json,0.713000,0,0,0,0
4. Statistics,json-c (C),twitter.json,0.182000,0,0,0,0
7. Code size,json-c (C),jsonstat,0,0,0,0,56908
1. Parse,hjiang/JSON++ (C++),canada.json,169.539000,8778896,16118928,337434,0
1. Parse,hjiang/JSON++ (C++),citm_catalog.json,40.240000,3891024,9133904,92754,0
1. Parse,hjiang/JSON++ (C++),twitter.json,14.529000,1880592,3908112,42564,0
2. Stringify,hjiang/JSON++ (C++),canada.json,264.974000,3981344,14864416,499228,0
2. Stringify,hjiang/JSON++ (C++),citm_catalog.json,48.292000,1024032,4423712,102930,0
2. Stringify,hjiang/JSON++ (C++),twitter.json,22.440000,589856,2384288,42914,0
4. Statistics,hjiang/JSON++ (C++),canada.json,0.701000,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),citm_catalog.json,0.238000,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),twitter.json,0.114000,0,0,0,0
7. Code size,hjiang/JSON++ (C++),jsonstat,0,0,0,0,93520
1. Parse,JVar (C++),canada.json,71.592000,4484288,4484288,56050,0
1. Parse,JVar (C++),citm_catalog.json,15.756000,2600944,2600944,22037,0
1. Parse,JVar (C++),twitter.json,6.515000,477840,477904,6117,0
2. Stringify,JVar (C++),canada.json,40.936000,1044512,1044512,2,0
2. Stringify,JVar (C++),citm_catalog.json,6.402000,524320,524320,2,0
2. Stringify,JVar (C++),twitter.json,2.221000,466976,466976,2,0
4. Statistics,JVar (C++),canada.json,0.815000,0,0,0,0
4. Statistics,JVar (C++),citm_catalog.json,0.401000,0,0,0,0
4. Statistics,JVar (C++),twitter.json,0.140000,0,0,0,0
7. Code size,JVar (C++),jsonstat,0,0,0,0,85940
1. Parse,Jzon (C++),canada.json,97.568000,17910992,24392000,282601,0
1. Parse,Jzon (C++),citm_catalog.json,35.149000,3855088,7865168,69806,0
1. Parse,Jzon (C++),twitter.json,16.008000,1858544,3749648,35993,0
2. Stringify,Jzon (C++),canada.json,16.810000,2252832,6447136,19,0
2. Stringify,Jzon (C++),citm_catalog.json,6.351000,933920,1867808,665,0
2. Stringify,Jzon (C++),twitter.json,5.053000,933920,1867808,4466,0
3. Prettify,Jzon (C++),canada.json,51.588000,8273952,20856864,222273,0
3. Prettify,Jzon (C++),citm_catalog.json,12.987000,2252832,6447136,44092,0
3. Prettify,Jzon (C++),twitter.json,6.018000,933920,2662432,6536,0
4. Statistics,Jzon (C++),canada.json,0.984000,0,0,0,0
4. Statistics,Jzon (C++),citm_catalog.json,0.277000,0,64,324,0
4. Statistics,Jzon (C++),twitter.json,0.383000,0,464,1901,0
7. Code size,Jzon (C++),jsonstat,0,0,0,0,109224
1. Parse,nbsdx_SimpleJSON (C++11),canada.json,424.984000,233775952,469804480,673245,0
1. Parse,nbsdx_SimpleJSON (C++11),citm_catalog.json,39.231000,10180304,20384768,226971,0
1. Parse,nbsdx_SimpleJSON (C++11),twitter.json,21.404000,2815872,6563248,118203,0
2. Stringify,nbsdx_SimpleJSON (C++11),canada.json,56.220000,4194336,7331872,58168,0
2. Stringify,nbsdx_SimpleJSON (C++11),citm_catalog.json,15.924000,2252832,4194336,55708,0
2. Stringify,nbsdx_SimpleJSON (C++11),twitter.json,6.917000,1409056,2863552,23541,0
3. Prettify,nbsdx_SimpleJSON (C++11),canada.json,72.002000,4194336,7331872,225340,0
3. Prettify,nbsdx_SimpleJSON (C++11),citm_catalog.json,22.864000,4194336,5677088,117443,0
3. Prettify,nbsdx_SimpleJSON (C++11),twitter.json,8.738000,933920,3277280,34326,0
4. Statistics,nbsdx_SimpleJSON (C++11),canada.json,3.549000,0,0,0,0
4. Statistics,nbsdx_SimpleJSON (C++11),citm_catalog.json,0.422000,0,144,330,0
4. Statistics,nbsdx_SimpleJSON (C++11),twitter.json,1.616000,0,1152,3964,0
7. Code size,nbsdx_SimpleJSON (C++11),jsonstat,0,0,0,0,45164
1. Parse,Nlohmann (C++11),canada.json,55.591000,5293488,5293488,170254,0
1. Parse,Nlohmann (C++11),citm_catalog.json,9.875000,3045808,3045808,55293,0
1. Parse,Nlohmann (C++11),twitter.json,7.010000,1558576,1558576,28498,0
2. Stringify,Nlohmann (C++11),canada.json,76.315000,1728544,5922848,19,0
2. Stringify,Nlohmann (C++11),citm_catalog.json,7.178000,933920,1867808,342,0
2. Stringify,Nlohmann (C++11),twitter.json,4.239000,466976,1400864,3821,0
3. Prettify,Nlohmann (C++11),canada.json,112.750000,8273952,20856896,222273,0
3. Prettify,Nlohmann (C++11),citm_catalog.json,12.720000,1728544,5922880,35084,0
3. Prettify,Nlohmann (C++11),twitter.json,5.090000,933920,1867808,5724,0
4. Statistics,Nlohmann (C++11),canada.json,0.990000,0,0,0,0
4. Statistics,Nlohmann (C++11),citm_catalog.json,0.517000,0,64,325,0
4. Statistics,Nlohmann (C++11),twitter.json,0.664000,0,464,3804,0
7. Code size,Nlohmann (C++11),jsonstat,0,0,0,0,42132
1. Parse,Parson (C),canada.json,64.573000,5816816,5878880,336060,0
1. Parse,Parson (C),citm_catalog.json,17.144000,2276704,2277024,185585,0
1. Parse,Parson (C),twitter.json,7.832000,1050976,1051456,72477,0
2. Stringify,Parson (C),canada.json,81.334000,1409040,1409040,2,0
2. Stringify,Parson (C),citm_catalog.json,17.405000,933904,933904,2,0
2. Stringify,Parson (C),twitter.json,12.164000,933904,933904,2,0
3. Prettify,Parson (C),canada.json,81.593000,1409040,1409040,2,0
3. Prettify,Parson (C),citm_catalog.json,17.450000,933904,933904,2,0
3. Prettify,Parson (C),twitter.json,12.162000,933904,933904,2,0
4. Statistics,Parson (C),canada.json,0.965000,0,0,0,0
4. Statistics,Parson (C),citm_catalog.json,0.845000,0,0,0,0
4. Statistics,Parson (C),twitter.json,0.997000,0,0,0,0
7. Code size,Parson (C),jsonstat,0,0,0,0,43280
1. Parse,PicoJSON (C++),canada.json,97.212000,5151952,5404112,435407,0
1. Parse,PicoJSON (C++),citm_catalog.json,31.023000,3003056,3003088,211748,0
1. Parse,PicoJSON (C++),twitter.json,12.021000,1584624,2069600,67548,0
2. Stringify,PicoJSON (C++),canada.json,71.546000,4194336,5922848,18,0
2. Stringify,PicoJSON (C++),citm_catalog.json,5.449000,933920,1327136,16,0
2. Stringify,PicoJSON (C++),twitter.json,3.167000,933920,1327136,16,0
4. Statistics,PicoJSON (C++),canada.json,0.589000,0,0,0,0
4. Statistics,PicoJSON (C++),citm_catalog.json,0.212000,0,0,0,0
4. Statistics,PicoJSON (C++),twitter.json,0.090000,0,0,0,0
7. Code size,PicoJSON (C++),jsonstat,0,0,0,0,34812
6. SaxStatistics,pjson (C),canada.json,3.831000,0,256,1,0
6. SaxStatistics,pjson (C),citm_catalog.json,2.597000,0,256,1,0
6. SaxStatistics,pjson (C),twitter.json,1.192000,0,1536,3,0
7. Code size,pjson (C),jsonstat,0,0,0,0,15124
1. Parse,POCO (C++),canada.json,149.630000,9670816,11932368,1033568,0
1. Parse,POCO (C++),citm_catalog.json,49.274000,5147472,6884672,317007,0
1. Parse,POCO (C++),twitter.json,19.643000,1685792,2628368,103458,0
2. Stringify,POCO (C++),canada.json,27.574000,2252832,6447136,27,0
2. Stringify,POCO (C++),citm_catalog.json,12.410000,933920,1867808,26212,0
2. Stringify,POCO (C++),twitter.json,10.114000,933920,1867808,19069,0
3. Prettify,POCO (C++),canada.json,127.455000,8273952,20856864,29,0
3. Prettify,POCO (C++),citm_catalog.json,35.281000,2252832,6447136,26214,0
3. Prettify,POCO (C++),twitter.json,15.230000,933920,2662432,19070,0
4. Statistics,POCO (C++),canada.json,1.858000,0,0,0,0
4. Statistics,POCO (C++),citm_catalog.json,0.663000,0,64,324,0
4. Statistics,POCO (C++),twitter.json,0.416000,0,464,1901,0
5. Sax Round-trip,POCO (C++),canada.json,93.503000,1409056,4919504,23,0
5. Sax Round-trip,POCO (C++),citm_catalog.json,26.711000,933920,3059920,2161,0
5. Sax Round-trip,POCO (C++),twitter.json,15.809000,466976,2265328,3826,0
6. SaxStatistics,POCO (C++),canada.json,44.089000,0,2261216,7,0
6. SaxStatistics,POCO (C++),citm_catalog.json,15.023000,0,1736992,2146,0
6. SaxStatistics,POCO (C++),twitter.json,6.888000,0,942768,3811,0
7. Code size,POCO (C++),jsonstat,0,0,0,0,27996
1. Parse,Qt (C++),canada.json,114.775000,48,48,2,0
1. Parse,Qt (C++),citm_catalog.json,7.052000,48,48,2,0
1. Parse,Qt (C++),twitter.json,3.130000,48,48,2,0
2. Stringify,Qt (C++),canada.json,125.382000,16,16,1,0
2. Stringify,Qt (C++),citm_catalog.json,17.609000,16,16,1,0
2. Stringify,Qt (C++),twitter.json,9.194000,16,16,1,0
3. Prettify,Qt (C++),canada.json,135.625000,16,16,1,0
3. Prettify,Qt (C++),citm_catalog.json,21.172000,16,16,1,0
3. Prettify,Qt (C++),twitter.json,9.963000,16,16,1,0
4. Statistics,Qt (C++),canada.json,3.271000,0,0,0,0
4. Statistics,Qt (C++),citm_catalog.json,2.965000,0,0,0,0
4. Statistics,Qt (C++),twitter.json,2.361000,0,0,0,0
7. Code size,Qt (C++),jsonstat,0,0,0,0,18188
1. Parse,RapidJSON_AutoUTF (C++),canada.json,7.037000,2954432,3347920,61,0
1. Parse,RapidJSON_AutoUTF (C++),citm_catalog.json,5.407000,1123008,1131472,29,0
1. Parse,RapidJSON_AutoUTF (C++),twitter.json,3.684000,792768,798992,25,0
2. Stringify,RapidJSON_AutoUTF (C++),canada.json,15.540000,2875472,2876000,28,0
2. Stringify,RapidJSON_AutoUTF (C++),citm_catalog.json,2.152000,569424,569952,24,0
2. Stringify,RapidJSON_AutoUTF (C++),twitter.json,1.966000,569424,569952,24,0
3. Prettify,RapidJSON_AutoUTF (C++),canada.json,35.263000,9699408,9699936,31,0
3. Prettify,RapidJSON_AutoUTF (C++),citm_catalog.json,6.251000,1917008,1917536,27,0
3. Prettify,RapidJSON_AutoUTF (C++),twitter.json,3.110000,852048,852576,25,0
4. Statistics,RapidJSON_AutoUTF (C++),canada.json,0.492000,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),citm_catalog.json,0.148000,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),twitter.json,0.057000,0,0,0,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),canada.json,21.118000,64,2876272,30,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),citm_catalog.json,7.053000,64,570224,26,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),twitter.json,5.338000,64,570544,28,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),canada.json,5.904000,0,272,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),citm_catalog.json,4.811000,0,272,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),twitter.json,3.435000,0,592,4,0
7. Code size,RapidJSON_AutoUTF (C++),jsonstat,0,0,0,0,38508
1. Parse,RapidJSON_FullPrec (C++),canada.json,12.901000,2917568,3216848,61,0
1. Parse,RapidJSON_FullPrec (C++),citm_catalog.json,2.243000,1123008,1131472,29,0
1. Parse,RapidJSON_FullPrec (C++),twitter.json,1.310000,792768,798992,25,0
2. Stringify,RapidJSON_FullPrec (C++),canada.json,9.469000,2875472,2876000,28,0
2. Stringify,RapidJSON_FullPrec (C++),citm_catalog.json,1.161000,569424,569952,24,0
2. Stringify,RapidJSON_FullPrec (C++),twitter.json,0.766000,688208,688736,21,0
3. Prettify,RapidJSON_FullPrec (C++),canada.json,14.339000,9699408,9699936,31,0
3. Prettify,RapidJSON_FullPrec (C++),citm_catalog.json,1.863000,1917008,1917536,27,0
3. Prettify,RapidJSON_FullPrec (C++),twitter.json,1.015000,1093712,1094240,22,0
4. Statistics,RapidJSON_FullPrec (C++),canada.json,0.479000,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),citm_catalog.json,0.152000,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),twitter.json,0.060000,0,0,0,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),canada.json,21.649000,2875472,2876272,30,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),citm_catalog.json,3.029000,569424,570224,26,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),twitter.json,1.867000,688208,689328,25,0
6. SaxStatistics,RapidJSON_FullPrec (C++),canada.json,11.796000,0,272,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),citm_catalog.json,1.991000,0,272,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),twitter.json,1.086000,0,592,4,0
7. Code size,RapidJSON_FullPrec (C++),jsonstat,0,0,0,0,31248
1. Parse,RapidJSON_Insitu (C++),canada.json,5.197000,5792960,6091968,60,0
1. Parse,RapidJSON_Insitu (C++),citm_catalog.json,1.922000,3932352,3940544,27,0
1. Parse,RapidJSON_Insitu (C++),twitter.json,0.995000,1097408,1103040,17,0
2. Stringify,RapidJSON_Insitu (C++),canada.json,9.307000,2875472,2876000,28,0
2. Stringify,RapidJSON_Insitu (C++),citm_catalog.json,1.120000,569424,569952,24,0
2. Stringify,RapidJSON_Insitu (C++),twitter.json,0.809000,688208,688736,21,0
3. Prettify,RapidJSON_Insitu (C++),canada.json,13.841000,9699408,9699936,31,0
3. Prettify,RapidJSON_Insitu (C++),citm_catalog.json,2.017000,1917008,1917536,27,0
3. Prettify,RapidJSON_Insitu (C++),twitter.json,1.157000,1093712,1094240,22,0
4. Statistics,RapidJSON_Insitu (C++),canada.json,0.480000,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),citm_catalog.json,0.155000,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),twitter.json,0.065000,0,0,0,0
5. Sax Round-trip,RapidJSON_Insitu (C++),canada.json,14.693000,2875472,5751440,30,0
5. Sax Round-trip,RapidJSON_Insitu (C++),citm_catalog.json,2.871000,569424,3445392,26,0
5. Sax Round-trip,RapidJSON_Insitu (C++),twitter.json,1.842000,688208,1323664,23,0
6. SaxStatistics,RapidJSON_Insitu (C++),canada.json,4.484000,0,2875440,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),citm_catalog.json,1.692000,0,2875440,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),twitter.json,0.930000,0,634928,2,0
7. Code size,RapidJSON_Insitu (C++),jsonstat,0,0,0,0,31248
1. Parse,RapidJSON (C++),canada.json,4.755000,2917568,3216848,61,0
1. Parse,RapidJSON (C++),citm_catalog.json,1.950000,1123008,1131472,29,0
1. Parse,RapidJSON (C++),twitter.json,1.227000,792768,798992,25,0
2. Stringify,RapidJSON (C++),canada.json,9.338000,2875472,2876000,28,0
